8.1833	10.2707
7.3955	3.7069
7.6087	4.7687
7.6164	4.07
7.9464	3.0686
7.5115	3.7729
7.518	3.674
6.8104	4.0517
7.5809	3.8897
8.1287	3.8605
7.9081	3.6332
7.9162	3.9677
7.9415	3.278
8.0842	4.3062
7.7494	3.3382
7.6475	3.6692
8.2541	3.9269
7.7895	4.124
8.1146	3.9617
7.5203	4.8691
7.927	4.811
8.3723	4.3132
7.5548	4.0459
8.0695	3.5962
7.8819	3.7693
7.9623	3.297
7.8207	3.8127
6.9612	3.7645
7.9282	4.8756
8.6967	4.3766
8.3259	4.0325
7.8114	3.8536
7.6693	4.0414
8.1245	4.3831
7.8082	5.1184
7.7358	4.1634
8.0277	4.4317
8.6269	4.3397
6.74	4.2774
8.2924	4.5008
7.496	4.6297
8.4721	4.0221
6.788	3.8429
7.8881	4.1134
8.029	4.4983
7.7877	4.608
7.8985	3.7286
7.2435	4.4561
7.4368	3.9139
7.5925	3.832
8.1833	4.2707
12.3955	9.7069
12.6087	10.7687
12.6164	10.07
12.9464	9.0686
12.5115	9.7729
12.518	9.674
11.8104	10.0517
12.5809	9.8897
13.1287	9.8605
12.9081	9.6332
12.9162	9.9677
12.9415	9.278
13.0842	10.3062
12.7494	9.3382
12.6475	9.6692
13.2541	9.9269
12.7895	10.124
13.1146	9.9617
12.5203	10.8691
12.927	10.811
13.3723	10.3132
12.5548	10.0459
13.0695	9.5962
12.8819	9.7693
12.9623	9.297
12.8207	9.8127
11.9612	9.7645
12.9282	10.8756
13.6967	10.3766
13.3259	10.0325
12.8114	9.8536
12.6693	10.0414
13.1245	10.3831
12.8082	11.1184
12.7358	10.1634
13.0277	10.4317
13.6269	10.3397
11.74	10.2774
13.2924	10.5008
12.496	10.6297
13.4721	10.0221
11.788	9.8429
12.8881	10.1134
13.029	10.4983
12.7877	10.608
12.8985	9.7286
12.2435	10.4561
12.4368	9.9139
12.5925	9.832
13.1833	10.2707
12.3955	3.7069
12.6087	4.7687
12.6164	4.07
12.9464	3.0686
12.5115	3.7729
12.518	3.674
11.8104	4.0517
12.5809	3.8897
13.1287	3.8605
12.9081	3.6332
12.9162	3.9677
12.9415	3.278
13.0842	4.3062
12.7494	3.3382
12.6475	3.6692
13.2541	3.9269
12.7895	4.124
13.1146	3.9617
12.5203	4.8691
12.927	4.811
13.3723	4.3132
12.5548	4.0459
13.0695	3.5962
12.8819	3.7693
12.9623	3.297
12.8207	3.8127
11.9612	3.7645
12.9282	4.8756
13.6967	4.3766
13.3259	4.0325
12.8114	3.8536
12.6693	4.0414
13.1245	4.3831
12.8082	5.1184
12.7358	4.1634
13.0277	4.4317
13.6269	4.3397
11.74	4.2774
13.2924	4.5008
12.496	4.6297
13.4721	4.0221
11.788	3.8429
12.8881	4.1134
13.029	4.4983
12.7877	4.608
12.8985	3.7286
12.2435	4.4561
12.4368	3.9139
12.5925	3.832
13.1833	4.2707
17.3955	9.7069
17.6087	10.7687
17.6164	10.07
17.9464	9.0686
17.5115	9.7729
17.518	9.674
16.8104	10.0517
17.5809	9.8897
18.1287	9.8605
17.9081	9.6332
17.9162	9.9677
17.9415	9.278
18.0842	10.3062
17.7494	9.3382
17.6475	9.6692
18.2541	9.9269
17.7895	10.124
18.1146	9.9617
17.5203	10.8691
17.927	10.811
18.3723	10.3132
17.5548	10.0459
18.0695	9.5962
17.8819	9.7693
17.9623	9.297
17.8207	9.8127
16.9612	9.7645
17.9282	10.8756
18.6967	10.3766
18.3259	10.0325
17.8114	9.8536
17.6693	10.0414
18.1245	10.3831
17.8082	11.1184
17.7358	10.1634
18.0277	10.4317
18.6269	10.3397
16.74	10.2774
18.2924	10.5008
17.496	10.6297
18.4721	10.0221
16.788	9.8429
17.8881	10.1134
18.029	10.4983
17.7877	10.608
17.8985	9.7286
17.2435	10.4561
17.4368	9.9139
17.5925	9.832
18.1833	10.2707
17.3955	3.7069
17.6087	4.7687
17.6164	4.07
17.9464	3.0686
17.5115	3.7729
17.518	3.674
16.8104	4.0517
17.5809	3.8897
18.1287	3.8605
17.9081	3.6332
17.9162	3.9677
17.9415	3.278
18.0842	4.3062
17.7494	3.3382
17.6475	3.6692
18.2541	3.9269
17.7895	4.124
18.1146	3.9617
17.5203	4.8691
17.927	4.811
18.3723	4.3132
17.5548	4.0459
18.0695	3.5962
17.8819	3.7693
17.9623	3.297
17.8207	3.8127
16.9612	3.7645
17.9282	4.8756
18.6967	4.3766
18.3259	4.0325
17.8114	3.8536
17.6693	4.0414
18.1245	4.3831
17.8082	5.1184
17.7358	4.1634
18.0277	4.4317
18.6269	4.3397
16.74	4.2774
18.2924	4.5008
17.496	4.6297
18.4721	4.0221
16.788	3.8429
17.8881	4.1134
18.029	4.4983
17.7877	4.608
17.8985	3.7286
17.2435	4.4561
17.4368	3.9139
17.5925	3.832
18.1833	4.2707
22.3955	9.7069
22.6087	10.7687
22.6164	10.07
22.9464	9.0686
22.5115	9.7729
22.518	9.674
21.8104	10.0517
22.5809	9.8897
23.1287	9.8605
22.9081	9.6332
22.9162	9.9677
22.9415	9.278
23.0842	10.3062
22.7494	9.3382
22.6475	9.6692
23.2541	9.9269
22.7895	10.124
23.1146	9.9617
22.5203	10.8691
22.927	10.811
23.3723	10.3132
22.5548	10.0459
23.0695	9.5962
22.8819	9.7693
22.9623	9.297
22.8207	9.8127
21.9612	9.7645
22.9282	10.8756
23.6967	10.3766
23.3259	10.0325
22.8114	9.8536
22.6693	10.0414
23.1245	10.3831
22.8082	11.1184
22.7358	10.1634
23.0277	10.4317
23.6269	10.3397
21.74	10.2774
23.2924	10.5008
22.496	10.6297
23.4721	10.0221
21.788	9.8429
22.8881	10.1134
23.029	10.4983
22.7877	10.608
22.8985	9.7286
22.2435	10.4561
22.4368	9.9139
22.5925	9.832
23.1833	10.2707
22.3955	3.7069
22.6087	4.7687
22.6164	4.07
22.9464	3.0686
22.5115	3.7729
22.518	3.674
21.8104	4.0517
22.5809	3.8897
23.1287	3.8605
22.9081	3.6332
22.9162	3.9677
22.9415	3.278
23.0842	4.3062
22.7494	3.3382
22.6475	3.6692
23.2541	3.9269
22.7895	4.124
23.1146	3.9617
22.5203	4.8691
22.927	4.811
23.3723	4.3132
22.5548	4.0459
23.0695	3.5962
22.8819	3.7693
22.9623	3.297
22.8207	3.8127
21.9612	3.7645
22.9282	4.8756
23.6967	4.3766
23.3259	4.0325
22.8114	3.8536
22.6693	4.0414
23.1245	4.3831
22.8082	5.1184
22.7358	4.1634
23.0277	4.4317
23.6269	4.3397
21.74	4.2774
23.2924	4.5008
22.496	4.6297
23.4721	4.0221
21.788	3.8429
22.8881	4.1134
23.029	4.4983
22.7877	4.608
22.8985	3.7286
22.2435	4.4561
22.4368	3.9139
22.5925	3.832
23.1833	4.2707
27.3955	9.7069
27.6087	10.7687
27.6164	10.07
27.9464	9.0686
27.5115	9.7729
27.518	9.674
26.8104	10.0517
27.5809	9.8897
28.1287	9.8605
27.9081	9.6332
27.9162	9.9677
27.9415	9.278
28.0842	10.3062
27.7494	9.3382
27.6475	9.6692
28.2541	9.9269
27.7895	10.124
28.1146	9.9617
27.5203	10.8691
27.927	10.811
28.3723	10.3132
27.5548	10.0459
28.0695	9.5962
27.8819	9.7693
27.9623	9.297
27.8207	9.8127
26.9612	9.7645
27.9282	10.8756
28.6967	10.3766
28.3259	10.0325
27.8114	9.8536
27.6693	10.0414
28.1245	10.3831
27.8082	11.1184
27.7358	10.1634
28.0277	10.4317
28.6269	10.3397
26.74	10.2774
28.2924	10.5008
27.496	10.6297
28.4721	10.0221
26.788	9.8429
27.8881	10.1134
28.029	10.4983
27.7877	10.608
27.8985	9.7286
27.2435	10.4561
27.4368	9.9139
27.5925	9.832
28.1833	10.2707
27.3955	3.7069
27.6087	4.7687
27.6164	4.07
27.9464	3.0686
27.5115	3.7729
27.518	3.674
26.8104	4.0517
27.5809	3.8897
28.1287	3.8605
27.9081	3.6332
27.9162	3.9677
27.9415	3.278
28.0842	4.3062
27.7494	3.3382
27.6475	3.6692
28.2541	3.9269
27.7895	4.124
28.1146	3.9617
27.5203	4.8691
27.927	4.811
28.3723	4.3132
27.5548	4.0459
28.0695	3.5962
27.8819	3.7693
27.9623	3.297
27.8207	3.8127
26.9612	3.7645
27.9282	4.8756
28.6967	4.3766
28.3259	4.0325
27.8114	3.8536
27.6693	4.0414
28.1245	4.3831
27.8082	5.1184
27.7358	4.1634
28.0277	4.4317
28.6269	4.3397
26.74	4.2774
28.2924	4.5008
27.496	4.6297
28.4721	4.0221
26.788	3.8429
27.8881	4.1134
28.029	4.4983
27.7877	4.608
27.8985	3.7286
27.2435	4.4561
27.4368	3.9139
27.5925	3.832
28.1833	4.2707
